Log file created: Tue Nov  5 15:07:56 2019
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE 3D Tracker
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Lens Flare
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Sharpen
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE ID MATTE
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Bevel Alpha
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Difference
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud BT
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Laser
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Vector Paint
Ticks = 100718      <123145331359744> <FLT> <4> Load success Effect: ADBE Tile
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE HUE SATURATION
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Denoise
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Gaussian Blur 2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Exposure2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Exposure
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Compander
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Find Edges
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise HLS2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise HLS
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Link
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Fractal Noise
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Mirror
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise HLS Auto2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise HLS Auto
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Smart Blur
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Blend
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Color Gradients
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Gamma/Pedestal/Gain2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Cineon Converter2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Cineon Converter
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Channel Combiner
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Fractal Noise
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE AutoColor
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE ATG Extract
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Median
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: APC Vegas
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: APC Colorama
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Camera Lens Blur
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Bulge
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Threshold2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Threshold
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Glow
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Simple Choker
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Linear Color Key2
Ticks = 100719      <123145331359744> <FLT> <4> Load success Effect: ADBE Set Channels
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Brightness & Contrast
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Easy Levels2
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Easy Levels
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Pro Levels2
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Pro Levels
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Bevel Edges
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Minimax
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Corner Pin
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Eyedropper Fill
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Sharpen
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Box Blur2
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Box Blur
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE 4ColorGradient
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Broadcast Colors
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Key
Ticks = 100720      <123145331359744> <FLT> <1> Potential oversize effect matchname found: Mettle SkyBox Chromatic Aberrations, actual length: 35, matchname limit: 31
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Chromatic Aberrations
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Photo Filter
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE ELLIPSE
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Param EQ
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud HiLo
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE AutoContrast
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Posterize Time
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE BEZMESH
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud Reverse
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Radial Wipe
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Displacement Map
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Converter
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Basic 3D
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise Alpha
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise Alpha2
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE AutoLevels
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: VISINF Grain Removal
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Polar Coordinates
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Timecode
Ticks = 100720      <123145331359744> <FLT> <4> Load success Effect: ADBE Scatter
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Playgnd
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE AUX CHANNEL EXTRACT
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Write-on
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Checkerboard
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE SubspaceStabilizer
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE PS Arbitrary Map
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Digital Glitch
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Unsharp Mask
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Unsharp Mask2
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Extract
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE DEPTH MATTE
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Texturize
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Linear Wipe
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Balance 2
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Lightning 2
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Scribble Fill
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Stroke
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Invert
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud Reverb
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Grid
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE GROW BOUNDS
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Venetian Blinds
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud Modulator
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Equalize
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud_Flange
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: APC CardWipeCam
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise2
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Noise
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Strobe
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: APC Wave World
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Shift Channels
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Matte Choker
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Radial Shadow
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE Tritone
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE CHANNEL MIXER
Ticks = 100721      <123145331359744> <FLT> <4> Load success Effect: ADBE CurvesCustom
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Luma Key
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE SCHMEAR
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Difference Key
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: APC Foam
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Balance (HLS)
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: APC Caustics
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE PSL Bevel Emboss
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Channel Blur
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Wave Warp
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Deflicker
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Spill Suppressor
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Optics Compensation
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Timewarp
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE OFMotionBlur
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Rolling Shutter
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Rotate Sphere
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Apply Color LUT2
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Apply Color LUT
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Mosaic
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Tint
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: APC CardDanceCam
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Gaussian Blur
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Lumetri
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Fill
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: APC Shatter
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Set Matte2
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Set Matte3
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Compound Blur
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE LIQUIFY
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Three-Way Color Corrector
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE IRIS_WIPE
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Drop Shadow
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud Tone
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE Basic Text2
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE AudWave
Ticks = 100722      <123145331359744> <FLT> <4> Load success Effect: ADBE AudSpect
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Magnify
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Bilateral
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Blur
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE MESH WARP
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: VISINF Grain Duplication
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Upscale
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Twirl
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE FOG_3D
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Emboss
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE 3D Glasses2
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE 3D Glasses
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Change Color
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Circle
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Glo2
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE PSL Inner Glow
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Leave Color
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE PSL Inner Shadow
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Calculations
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Time Displacement
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Difference Matte2
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Block Dissolve
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Cell Pattern
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Motion Blur
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Spherize
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Emboss
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Gradient Wipe
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: APC Radio Waves
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Radial Blur
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Viewer
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE PSL Outer Glow
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Reduce Interlace Flicker
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Fast Blur
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE ShadowHighlight
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: Mettle SkyBox Project 2D
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Layer Control
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Angle Control
Ticks = 100723      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Control
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Point Control
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Point3D Control
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Slider Control
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Checkbox Control
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Range
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Cartoonify
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE HDR ToneMap
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE ProfileToProfile
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Arithmetic
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Dust & Scratches
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE DigitalVideoLimiter
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Ripple
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Change To Color
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Numbers2
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Fractal
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Offset
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Aud Stereo Mixer
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Alpha Levels3
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Alpha Levels2
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Color Balance
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Remove Color Matting
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Posterize
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE Path Text
Ticks = 100724      <123145331359744> <FLT> <4> Load success Effect: ADBE DEPTH FIELD
Ticks = 100769      <123145331359744> <MEE_Plugins> <4> AEGP plugin loaded: Advanced 3D
Ticks = 100781      <123145331359744> <MEE_Plugins> <4> AEGP plugin loaded: Durer
Ticks = 100912      <123145331359744> <MEE_Plugins> <2> Error while loading AEGP plugin: Pro Import, error: 3
Ticks = 101110      <123145364611072> <ALOG> <5> COR CORp_RegisterPSLThread initialized PSL
Ticks = 101277      <123145331359744> <ALOG> <5> U U_EvaluateMemoryInUseAdjustment resident=699351040, virtual=7262093312, delta=-6562742272
Ticks = 101277      <123145331359744> <ALOG> <5> U U_SetMemoryInUseAdjustment setting adjustment from 0 to -6562742272
Ticks = 238975      <123145345662976> <PostProcessBaseUploader> <5> Page ID 
Ticks = 238997      <123145345662976> <PostProcessBaseUploader> <5> Page ID 
Ticks = 239025      <123145327067136> <EncoderStateHEVC> <1> Looking for H/W codecs for HEVC
Ticks = 239026      <123145327067136> <ExporterMPEG4.VideoToolbox> <5> Using Native HW encode (VT HW)
Ticks = 239063      <123145327067136> <EncoderStateHEVC> <1> Found Native codec for HEVC
Ticks = 408794      <123145327067136> <EncoderStateHEVC> <1> Encoded using native H/W codec for HEVC
Ticks = 409271      <123145327067136> <ExporterHost::BeginThreadExport> <5> Exporter finished in : 170.269 seconds. Result code: 0 Destination:/Users/adambagusm/Documents/ONE ADNOC/Video/Scene/Scene 04.mp4
Ticks = 8168410      <4535578048> <AMEApp> <1> Exited RunEventLoop
Ticks = 8168564      <4535578048> <ALOG> <5> U U_SetMemoryInUseAdjustment setting adjustment from -6562742272 to 0
Ticks = 8168614      <4535578048> <BEE_WorkQueue> <5> BEE_WorkQueue_PreCloseProject start
Ticks = 8168614      <4535578048> <BEE_WorkQueue> <5> BEE_WorkQueue_PreCloseProject end
Ticks = 8168772      <4535578048> <ALOG> <5> MC MC_StopAllAsyncWork MC_StopAllAsyncWork
Ticks = 8168786      <4535578048> <ALOG> <5> AEGPDriver Unload Skipping unloading of Anywhere
Ticks = 8168787      <4535578048> <ALOG> <5> BEE Death BEE Death
Ticks = 8168787      <4535578048> <ALOG> <5> BEE Command Set Scrap
